DIS_DIA;SQRT_DIS;ID_LOBO;COD_SEXO;COD_EDAD;COD_STATUS;COD_CRIA;HOME_RANGE;REFUGIO;NUCLEOS;CARRETERAS;GANADO
10900.04;104.4032567;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
13007.1;114.0486738;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
440.22;20.98142035;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
1850.33;43.01546234;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
3446.1;58.70349223;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
4922.34;70.15938996;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
6014;77.54998388;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
5119.21;71.54865477;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
2874.74;53.61660191;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
9992.92;99.96459373;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
10302.45;101.5009852;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
15953.04;126.3053443;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
13826.87;117.5877119;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
14478.76;120.3277192;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
4575.05;67.6391159;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
11123.02;105.465729;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
18474.35;135.9203811;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
5287.89;72.71787951;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
6290.21;79.31084415;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
14548.76;120.6182407;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
11217.09;105.9107643;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
6763.36;82.2396498;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
5534.42;74.39368253;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
10902.41;104.4146063;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
5378.58;73.33880283;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
2160.13;46.47719871;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
7938.25;89.09685741;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
4920.29;70.14477885;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
18487;135.9669077;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
8830.71;93.97185749;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
7054.2;83.98928503;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
6558.25;80.98302291;Porthos;1;1;2;1;128.29;82.24;77;205.28;8260.445
2938.72;54.20996218;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
1511.56;38.87878599;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
6825.88;82.61888404;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
9411.63;97.01355575;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
8911.58;94.40116525;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
2034.46;45.10498864;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
15674.68;125.1985623;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
1041.63;32.27429318;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
874.49;29.57177709;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
4765.42;69.03202156;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
5347.7;73.12797003;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
12057.59;109.8070581;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
2398.41;48.9735643;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
8650.63;93.00876303;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
3167.76;56.28285707;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
10206.03;101.0248979;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
17588.5;132.6216423;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
8593.38;92.70048544;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
10829.24;104.0636344;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
15808.99;125.7338061;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
13748.18;117.2526332;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
4507.87;67.14067322;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
3383.93;58.17155662;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
6577.29;81.10049322;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
13805.59;117.4971915;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
7217.35;84.95498808;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
18839.23;137.2560745;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
14705.63;121.266772;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
18252.72;135.1026277;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
15217.61;123.3596774;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
17746.94;133.2176415;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
7678.01;87.62425463;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
12240.3;110.6358893;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
18413.85;135.6976418;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
12317.48;110.984143;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
459.03;21.42498541;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
12370.17;111.221266;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
20850.33;144.3964335;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
12374.84;111.2422582;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
11041.32;105.0776855;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
13765.87;117.3280444;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
17253.57;131.3528454;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
19506.2;139.6645982;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
15331.81;123.8216863;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
4489.03;67.00022388;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
9857.44;99.28464131;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
14900.35;122.0669898;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
15609.78;124.9391052;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
10865.45;104.2374693;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
7980.63;89.33437188;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
7141.51;84.50745529;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
19677.51;140.2765483;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
17698.64;133.0362357;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
13379.08;115.6679731;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
12526.75;111.9229646;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
7515.61;86.69261791;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
16003.06;126.5032015;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
11355.78;106.5635022;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
20146.11;141.9369931;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
12563.78;112.0882688;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
9753.09;98.75773387;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
11656.64;107.9659205;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
24404.25;156.2185968;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
7291.21;85.38858237;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
15839.04;125.8532479;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
25029.76;158.2079644;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
21548.29;146.7933582;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
4406.27;66.37974089;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
5867.28;76.5981723;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
5917.71;76.92665338;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
22007.28;148.3485086;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
19980.67;141.3529978;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
11339.7;106.4880275;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
14914.72;122.1258367;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
20819.81;144.2907135;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
15084.13;122.8174662;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
5890.04;76.74659602;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
14245.71;119.3553937;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
16839.71;129.7679082;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
2931.63;54.14452881;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
6048.27;77.77062427;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
1387.4;37.24781873;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
10520.19;102.5679775;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
21218.92;145.6671548;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
11822.09;108.7294348;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
19709.61;140.3909185;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
16666.68;129.0994965;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
8125.32;90.14055691;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
10982.76;104.7986641;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
7260.82;85.21044537;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
26936.07;164.1221192;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
17755.86;133.2511163;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
4687.83;68.46772962;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
29909.92;172.9448467;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
23347.54;152.7990183;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
640.93;25.31659535;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
23373.66;152.8844662;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
27874.31;166.9560122;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
26194.03;161.8456981;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
8920.57;94.44876918;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
23129.97;152.0854036;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
6291.03;79.31601352;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
23087.08;151.9443319;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
6698.4;81.84375358;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
14199.05;119.1597667;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
11735.68;108.3313436;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
16536.67;128.5949844;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
6099.64;78.10019206;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
21496.04;146.6152789;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
11637.77;107.8784965;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
6498.84;80.61538315;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
15251.4;123.4965587;Xesta;2;2;1;1;363.86;184.98;475;839.82;15656.215
1361.06;36.89254667;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
9258.84;96.22286631;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
4235.37;65.07972034;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13031.17;114.1541502;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10473.3;102.3391421;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
3608.38;60.06979274;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
4079.67;63.87229446;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
5410.2;73.55406175;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
1807.64;42.5163498;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
5244.88;72.42154376;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
4890.35;69.93103746;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
5240.27;72.38970921;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
3037.44;55.11297488;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
2850;53.38539126;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
456.27;21.36047752;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
1624.99;40.31116471;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
7979.96;89.33062185;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
5324.92;72.97204944;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
19761.02;140.5738952;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
7970.84;89.27956093;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
8873.36;94.19851379;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
3393.46;58.25341192;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
5049.94;71.06292986;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
17421.1;131.9890147;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
12034.55;109.7020966;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
11671.95;108.0367993;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
6137.89;78.34468712;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
11585.42;107.6355889;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
11040.88;105.0755918;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10097.36;100.4856209;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
9840.12;99.197379;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
8788.68;93.74795998;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13442.27;115.9408039;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
12335.85;111.0668717;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13445.35;115.9540857;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
4542.23;67.39606813;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
5714.91;75.59702375;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
19822.75;140.7932882;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
9968.16;99.84067307;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13650.92;116.8371516;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
14868.12;121.9349007;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
25334;159.1665794;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
16323.71;127.7642751;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
539.7;23.23144421;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
15298.07;123.685367;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
9855.33;99.27401473;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
6939.96;83.30642232;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
14342.57;119.7604693;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
1105.8;33.25357124;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
23171.66;152.2224031;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
7290.07;85.38190675;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
8723.38;93.3990364;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
9846.45;99.22927995;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
356.82;18.88967972;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
5696.63;75.47602268;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13888.21;117.8482499;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
7718.6;87.85556328;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
5115.65;71.52377227;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
19661.36;140.2189716;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
3274.25;57.22106256;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
5754.99;75.86165039;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
22135.53;148.7801398;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
12287.2;110.8476432;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
3735.9;61.12200913;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
8879.34;94.23024992;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
15535.85;124.6428899;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
17959.63;134.0135441;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
21799.72;147.6472824;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13303.58;115.3411462;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
6872.17;82.89855246;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
15777.54;125.608678;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
14375.25;119.8968307;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10432.86;102.1413726;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
21226.99;145.6948523;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
9365.35;96.77473844;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
6560.44;80.99654314;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
20148.93;141.9469267;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
12001.72;109.5523619;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10540.01;102.6645508;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
2568.34;50.67879241;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13338.63;115.4929868;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
11500.49;107.2403376;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
4781.39;69.14759576;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
11917.44;109.167028;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
16999.33;130.3814787;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
12676.3;112.5890758;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
7249.53;85.14417185;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
7432.88;86.21415197;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
14810.18;121.697083;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
30536.75;174.7476752;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
3651.1;60.42433285;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10693.86;103.4111213;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
23889.07;154.5608941;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13588.87;116.5713086;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
12759.8;112.9592847;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
8036.09;89.64424131;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10668.08;103.2863979;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
14050.79;118.5360283;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
1179.03;34.33700628;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
4790.14;69.2108373;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
29961.72;173.0945406;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
4679.67;68.40811355;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
9099.44;95.3909849;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
21790.18;147.6149721;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
16314.03;127.7263873;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
8705.49;93.30321538;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13115.89;114.5246262;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
11812.28;108.6843135;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
8241.07;90.78033928;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13408.64;115.7956821;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
24481.82;156.4666738;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
8052.39;89.73511019;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
18986.33;137.7908923;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13341.7;115.5062769;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
18722.8;136.831283;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10146.77;100.7311769;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
3249.1;57.00087719;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
18957.98;137.6879806;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
8648.09;92.9951074;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
22408.19;149.6936538;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
14833.87;121.7943759;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
8383.71;91.56260154;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
21580.19;146.9019741;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
19786.37;140.6640324;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
11827.19;108.752885;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
18135.38;134.667665;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
3473.8;58.93895147;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
21062.14;145.1280125;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
9204.07;95.93784446;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
24316.75;155.9382891;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
19724.53;140.4440458;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10541.77;102.6731221;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
7720.3;87.86523772;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
6771.45;82.28882063;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
19870.81;140.9638606;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
19015.54;137.8968455;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
2714.94;52.10508612;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
16370.3;127.9464732;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
25588.27;159.9633396;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13516.49;116.2604404;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
5142.77;71.71310898;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
11520.64;107.3342443;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10594.24;102.9283246;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
19330.08;139.032658;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
6442.49;80.26512319;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10529.08;102.6113054;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
5646.97;75.14632393;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10274.22;101.3618271;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
27626.76;166.2129959;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
16114.29;126.9420734;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
26231.52;161.9614769;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
7268.28;85.25420811;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
15225.6;123.3920581;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
9122.65;95.51256462;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
19671.96;140.2567645;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
17603.22;132.6771269;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
22738.05;150.7914122;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
14141.04;118.9161049;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
12660.2;112.5175542;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
8838.88;94.0153179;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
19960.94;141.2831908;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
30847.2;175.6337097;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
9291.36;96.39170089;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
3061.58;55.33154616;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
10699.85;103.4400793;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
11156.03;105.6221094;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
21644.89;147.1220242;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
12103.16;110.0143627;Vinseiro;1;1;1;1;173.49;91.68;203;391.36;10263.045
13423.35;115.8591818;Vinseiro;1;1;1;2;173.49;91.68;203;391.36;10263.045
7706.6;87.78724281;Vinseiro;1;1;1;2;173.49;91.68;203;391.36;10263.045
10243.12;101.2083001;Vinseiro;1;1;1;2;173.49;91.68;203;391.36;10263.045
6551.17;80.93929824;Vinseiro;1;1;1;2;173.49;91.68;203;391.36;10263.045
