ID;COD_SEX;COD_C_EDAD;COD_STATUS;COD_CRIA;Dis_dia;SqrtDis_dia;K90_total;K90_refugio;N_nucleos_KT90;K90_carre;K90_bioma_tot_T
L9;1;1;1;1;14810.18;121.697083;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;30536.75;174.7476752;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;3651.1;60.42433285;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10693.86;103.4111213;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;23889.07;154.5608941;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;13588.87;116.5713086;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;12759.8;112.9592847;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8036.09;89.64424131;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10668.08;103.2863979;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;14050.79;118.5360283;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;1179.03;34.33700628;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;4790.14;69.2108373;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;29961.72;173.0945406;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;4679.67;68.40811355;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;9099.44;95.3909849;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;21790.18;147.6149721;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;16314.03;127.7263873;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8705.49;93.30321538;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;13115.89;114.5246262;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;11812.28;108.6843135;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8241.07;90.78033928;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;13408.64;115.7956821;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;24481.82;156.4666738;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8052.39;89.73511019;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;18986.33;137.7908923;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;13341.7;115.5062769;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;18722.8;136.831283;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10146.77;100.7311769;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;3249.1;57.00087719;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;18957.98;137.6879806;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8648.09;92.9951074;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;22408.19;149.6936538;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;14833.87;121.7943759;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8383.71;91.56260154;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;21580.19;146.9019741;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;19786.37;140.6640324;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;11827.19;108.752885;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;18135.38;134.667665;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;3473.8;58.93895147;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;21062.14;145.1280125;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;9204.07;95.93784446;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;24316.75;155.9382891;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;19724.53;140.4440458;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10541.77;102.6731221;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;7720.3;87.86523772;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;6771.45;82.28882063;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;19870.81;140.9638606;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;19015.54;137.8968455;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;2714.94;52.10508612;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;16370.3;127.9464732;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;25588.27;159.9633396;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;13516.49;116.2604404;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;5142.77;71.71310898;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;11520.64;107.3342443;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10594.24;102.9283246;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;19330.08;139.032658;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;6442.49;80.26512319;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10529.08;102.6113054;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;5646.97;75.14632393;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10274.22;101.3618271;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;27626.76;166.2129959;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;16114.29;126.9420734;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;26231.52;161.9614769;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;7268.28;85.25420811;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;15225.6;123.3920581;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;9122.65;95.51256462;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;19671.96;140.2567645;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;17603.22;132.6771269;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;22738.05;150.7914122;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;14141.04;118.9161049;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;12660.2;112.5175542;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8838.88;94.0153179;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;19960.94;141.2831908;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;30847.2;175.6337097;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;9291.36;96.39170089;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;3061.58;55.33154616;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10699.85;103.4400793;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;11156.03;105.6221094;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;21644.89;147.1220242;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;12103.16;110.0143627;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;13423.35;115.8591818;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;7706.6;87.78724281;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10243.12;101.2083001;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;6551.17;80.93929824;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;12030.48;109.6835448;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;18663.17;136.6132131;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;14013.31;118.3778273;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;5777.47;76.00967044;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;15294.23;123.6698427;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;9785.3;98.92067529;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;3469.75;58.90458386;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10072.16;100.3601515;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;22061.13;148.529896;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;9102.53;95.40718002;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10227.31;101.1301637;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;7549.93;86.89033318;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;1910.44;43.70858039;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;5514.02;74.25644753;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;9114.52;95.46999529;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10971.2;104.7434962;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;8086.54;89.92519113;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;5257.2;72.50655143;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;6078.4;77.9640943;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;2075.99;45.56303326;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;14112.11;118.7944022;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;4326.42;65.77552736;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;15346.61;123.8814353;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;8952.64;94.61839145;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;22887.44;151.2859544;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;8763.26;93.61228552;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10954.02;104.6614542;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;4944.7;70.31856085;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10284.58;101.4129183;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;9635.3;98.15956398;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;11166.83;105.6732227;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;8528.33;92.34895776;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;3288.02;57.34125914;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10135;100.6727371;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;5860.73;76.55540477;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;14018.84;118.4011824;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;13324.61;115.4322745;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;18041.66;134.3192466;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;9716.28;98.57119255;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;4349.63;65.95172477;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10355.32;101.7610928;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;4324.35;65.75979015;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;14416.8;120.0699796;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;8435.99;91.84764559;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;14792.19;121.6231475;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10010.52;100.0525862;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;12003.01;109.5582493;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;2375.78;48.7419737;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;5267.93;72.58050702;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;21112.87;145.3026841;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;7629.99;87.34981397;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;7129.06;84.43376102;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;3963.89;62.95943138;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;5845.24;76.45416928;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;11211.12;105.8825765;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;22925.81;151.4127141;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;8335.79;91.30054764;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;11686.59;108.1045327;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;1580.88;39.76028169;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;13008.49;114.0547675;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;9031.86;95.0360984;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;4752.25;68.93656504;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;12531.12;111.9424852;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;14566.2;120.6905133;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;12089.44;109.9519895;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;1199.54;34.63437599;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;7239.37;85.08448742;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10087.06;100.4343567;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;15094.87;122.8611818;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;18525.97;136.1101392;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;3168.21;56.28685459;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;2792.51;52.84420498;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;2468.78;49.68681918;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;2283.18;47.78263283;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;15090.13;122.8418902;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;16400.37;128.0639293;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;9217.12;96.00583316;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;5470.48;73.9626933;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;15920.8;126.1776525;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;1683.13;41.02596739;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;16696.8;129.2160981;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10242.07;101.2031126;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;8567.53;92.56095289;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;12879.16;113.4863868;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;1518.82;38.97204126;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;6323.71;79.52175803;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;16138.94;127.0391278;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10649.69;103.1973352;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;17559.99;132.5141125;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;14660.51;121.080593;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;3590.9;59.92411868;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;2520.53;50.20488024;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;16234.27;127.4137748;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;9142.22;95.61495699;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;5711.78;75.57631904;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;3202.78;56.59310912;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;8666.11;93.0919438;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;5204.87;72.14478498;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;4541.89;67.39354569;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;8690.88;93.22488938;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;4721.17;68.71077063;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;3380.79;58.14456122;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;2613.05;51.11800074;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;20433.84;142.9469832;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;5731.98;75.70984084;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;11737.27;108.3386819;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;2467.74;49.67635252;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;2099.87;45.82433851;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;12686.17;112.6328993;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;7500.05;86.60282905;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;18199.88;134.9069309;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;7990.73;89.3908832;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10305.44;101.5157131;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;10923.56;104.5158361;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;3338.27;57.77776389;173.49;91.68;203;391.36;10263.045
L9;1;1;1;2;18384.75;135.5903758;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;13752.36;117.2704566;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;15672.2;125.1886576;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8626.9;92.8811068;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;6220.19;78.86818116;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;2756.12;52.49876189;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;7496.33;86.58134903;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10444.28;102.1972602;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;4274.04;65.37614244;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;2008.1;44.8118288;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;5944.4;77.09993515;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;20458.45;143.0330381;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10244.59;101.215562;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10185.23;100.9219005;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;12962.42;113.852624;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;3694.4;60.78157616;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;7171.72;84.68600829;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;15060.77;122.7223289;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;9412.88;97.01999794;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;7685.77;87.66852343;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;5369.79;73.27885097;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;13327.77;115.4459614;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;7867.5;88.69892897;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8737.67;93.47550481;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8928.11;94.48867657;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;9407.54;96.99247393;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;3966.8;62.98253726;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;4883.45;69.88168573;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;11415.38;106.8427817;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;14980.35;122.3942401;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;6338.8;79.61658119;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;7975.21;89.30403126;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;3045.04;55.18188108;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;5111.24;71.49293671;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;9521.43;97.5778151;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;9649.62;98.23247935;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;6819.1;82.57784206;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;5624.5;74.99666659;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;3473.61;58.93733961;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;11418.44;106.8571008;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;4516.94;67.20818403;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;5155.93;71.80480485;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;1242.31;35.24641826;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;11162.27;105.6516446;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;14942.06;122.2377192;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8798.43;93.7999467;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;7569.86;87.00494239;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;13231.74;115.0293006;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;15265.24;123.5525799;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;10154.52;100.7696383;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;2992.19;54.70091407;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;7933.92;89.0725547;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;7107.62;84.30670199;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;7963.56;89.23878081;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;5679.48;75.3623248;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;8380.43;91.54468854;173.49;91.68;203;391.36;10263.045
L9;1;1;1;1;4792.56;69.22831791;173.49;91.68;203;391.36;10263.045
L11;2;1;1;1;1211.62;34.80833234;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;324.01;18.00027778;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;477.77;21.8579505;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;624.55;24.99099838;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;841.93;29.01603005;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;2683.66;51.8040539;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;1068.8;32.69250679;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;923.76;30.39342034;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;13095.17;114.4341295;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;2972.47;54.52036317;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;7458.48;86.36249186;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;2012.89;44.86524267;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;8913.66;94.41218142;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;1614.7;40.18332988;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;4454.42;66.7414414;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;10415.07;102.0542503;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;3558.59;59.65391856;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;3809.72;61.72292929;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;10356.79;101.7683153;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;6433.42;80.20860303;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;10535.25;102.6413659;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;13213.87;114.9515985;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;873.74;29.55909336;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;11568.9;107.5588211;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;9557.75;97.76374584;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;14704.99;121.2641332;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;1533.31;39.15750247;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;15567.54;124.7699483;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;1126.51;33.56352187;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;20062.87;141.6434608;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;18772.58;137.0130651;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;2372.78;48.71118968;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;16641.48;129.0018605;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;10289.31;101.4362361;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;12849.14;113.3540471;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;14287.64;119.5309165;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;15061.88;122.7268512;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;16407.2;128.0905929;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;12745.69;112.8968113;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;17339.8;131.6806744;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;3905.19;62.49151942;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;13748.69;117.254808;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;19073.98;138.1085805;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;8460.85;91.98287884;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;6646.88;81.52839996;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;9655.79;98.26387943;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;11850.72;108.8610123;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;6439.11;80.2440652;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;12741.9;112.8800248;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;14343.43;119.7640597;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;11317.21;106.3823764;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;6757.1;82.20158149;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;6703.42;81.87441603;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;33384.6;182.7145314;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;24020.22;154.9845799;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;14672.24;121.1290221;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;9277.2;96.31822257;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;3915.37;62.57291746;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;1664.93;40.80355377;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;1212.12;34.81551378;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;26232.62;161.9648727;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;17346.49;131.7060743;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;1438.63;37.92927629;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;18257.48;135.1202427;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;12747.09;112.9030115;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;2281.44;47.76442191;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;18887.94;137.4334021;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;11355.58;106.5625638;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;2757.96;52.51628319;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;15778.04;125.6106683;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;8390.93;91.60201963;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;2772.89;52.65823772;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;11068.22;105.2056082;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;14973.58;122.3665804;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;11517.78;107.3209206;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;4101.17;64.04037789;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;4666.22;68.30973576;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;1864.69;43.18205646;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;30444.85;174.4845265;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;10680.21;103.3451015;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;8712.56;93.34109492;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;10794.29;103.8955726;180.80;140.16;209;476.87;4064.065
L11;2;1;1;1;11201.42;105.8367611;180.80;140.16;209;476.87;4064.065
